week,country,nucleotide_diversity,sample_size,year_week
2022-07-10,Argentina,6.954002373771342e-4,547,2022-W28
2022-07-17,Argentina,6.451131478217583e-4,508,2022-W29
2022-07-24,Argentina,5.948260582663824e-4,469,2022-W30
2022-07-31,Argentina,5.445389687110065e-4,430,2022-W31
2022-08-07,Argentina,5.401599081556887e-4,366,2022-W32
2022-08-14,Argentina,5.434321857670473e-4,299,2022-W33
2022-08-21,Argentina,5.467044633784058e-4,232,2022-W34
2022-08-28,Argentina,5.499767409897644e-4,164,2022-W35
2022-09-04,Argentina,6.167850669445986e-4,117,2022-W36
2022-09-11,Argentina,7.683081240240672e-4,95,2022-W37
2022-09-18,Argentina,9.198311811035357e-4,73,2022-W38
2022-09-25,Argentina,0.0010713542381830042,51,2022-W39
2022-10-02,Argentina,0.001212376307344468,34,2022-W40
2022-10-09,Argentina,0.0012903924489979046,45,2022-W41
2022-10-16,Argentina,0.001368408590651341,56,2022-W42
2022-10-23,Argentina,0.0014464247323047773,67,2022-W43
2022-10-30,Argentina,0.0015244408739582137,79,2022-W44
2022-11-06,Argentina,0.0014635073001458582,182,2022-W45
2022-11-13,Argentina,0.0013469938401471859,322,2022-W46
2022-11-20,Argentina,0.0012304803801485137,463,2022-W47
2022-11-27,Argentina,0.0011139669201498414,603,2022-W48
2022-12-04,Argentina,0.0010681277385967147,653,2022-W49
2022-12-11,Argentina,0.0011165209283043162,585,2022-W50
2022-12-18,Argentina,0.0011649141180119175,516,2022-W51
2022-12-25,Argentina,0.0012133073077195188,447,2022-W52
2023-01-01,Argentina,0.00126170049742712,378,2023-W01
2023-01-08,Argentina,0.001561641526870244,299,2023-W02
2023-01-15,Argentina,0.0018615825563133678,220,2023-W03
2023-01-22,Argentina,0.0021615235857564913,142,2023-W04
2023-01-29,Argentina,0.0024614646151996152,63,2023-W05
2023-02-05,Argentina,0.002393703104731433,31,2023-W06
2023-02-12,Argentina,0.0020501646893297705,34,2023-W07
2023-02-19,Argentina,0.0017066262739281078,37,2023-W08
2023-02-26,Argentina,0.0013630878585264453,40,2023-W09
2023-03-05,Argentina,0.0011182084687240616,42,2023-W10
2023-03-12,Argentina,9.47323348121137e-4,42,2023-W11
2023-03-19,Argentina,7.764382275182123e-4,43,2023-W12
2023-03-26,Argentina,6.055531069152878e-4,44,2023-W13
2023-04-02,Argentina,4.7970628887106703e-4,45,2023-W14
2023-04-09,Argentina,6.240892861790698e-4,47,2023-W15
2023-04-16,Argentina,7.684722834870727e-4,50,2023-W16
2023-04-23,Argentina,9.128552807950753e-4,52,2023-W17
2023-04-30,Argentina,0.0010572382781030782,54,2023-W18
2023-05-07,Argentina,0.0010905195554449726,51,2023-W19
2023-05-14,Argentina,0.0011052838794591822,48,2023-W20
